area,rooms,floor,elev,parking,price
164,7,3,0,1,1856000
69,2,3,1,2,1123000
141,6,4,0,1,1459000
92,4,2,0,2,1404000
199,9,5,0,1,2049000
144,6,10,0,2,1685000
61,2,8,1,1,1068000
65,2,4,0,2,735000
208,9,4,0,2,2249000
171,8,1,1,1,2035000
74,3,1,1,0,1034000
203,9,8,0,1,2147000
155,7,1,1,0,1776000
146,6,2,0,1,1658000
106,4,2,0,2,1249000
146,6,4,1,1,1756000
235,11,12,1,0,2673000
86,3,12,0,1,995000
257,12,5,0,2,2802000
205,9,9,0,2,2335000
159,7,8,1,1,1988000
156,7,8,0,1,1733000
78,3,3,0,2,1050000
106,4,7,1,2,1488000
248,11,3,0,2,2750000
89,3,11,0,2,1207000
224,10,4,1,1,2549000
126,5,11,1,2,1773000
169,7,11,1,1,1988000
221,10,4,1,2,2664000
123,5,3,0,1,1500000
92,4,8,0,1,1076000
95,4,11,0,2,1192000
47,1,2,0,0,514000
215,10,11,0,0,2161000
192,9,2,0,2,2355000
157,7,4,1,2,2116000
221,10,6,0,0,2264000
245,11,11,1,1,2838000
260,12,1,1,2,2965000
151,7,2,0,2,1876000
255,12,2,0,1,2793000
40,1,5,0,2,649000
70,3,6,1,0,1014000
43,1,11,0,1,555000
247,11,7,1,1,2823000
146,6,1,1,0,1616000
100,4,10,1,1,1292000
155,7,3,1,0,1916000
170,8,5,0,2,1937000
203,9,5,0,0,1992000
186,8,7,0,1,1866000
194,9,3,1,1,2390000
109,4,5,0,2,1278000
107,4,9,1,1,1393000
204,9,9,1,0,2357000
118,5,10,0,0,1314000
75,3,7,1,2,1325000
188,8,1,1,2,2261000
212,10,4,0,0,2161000
256,12,7,1,0,2864000
179,8,2,1,1,2144000
153,7,7,0,1,1570000
217,10,6,1,2,2567000
250,12,8,0,2,2802000
198,9,10,0,0,2022000
190,9,4,0,1,2103000
216,10,11,1,2,2654000
114,5,12,0,0,1175000
257,12,12,1,2,3042000
56,2,9,1,2,1061000
86,3,5,1,2,1257000
243,11,1,1,1,2764000
238,11,10,0,0,2403000
49,1,1,1,0,708000
210,10,6,0,0,2110000
168,7,6,0,1,1735000
243,11,7,1,1,2742000
161,7,2,1,2,2011000
153,7,7,1,0,1741000
156,7,4,0,2,1856000
131,6,4,1,0,1597000
140,6,7,0,1,1547000
141,6,1,0,0,1549000
206,9,3,0,0,2190000
128,5,8,0,2,1426000
102,4,1,0,0,1145000
252,12,3,1,1,2943000
251,12,7,0,2,2755000
211,10,9,0,0,2141000
239,11,7,0,1,2597000
165,7,12,1,2,2117000
155,7,1,0,1,1809000
169,7,4,1,0,1814000
196,9,7,1,1,2438000
235,11,10,1,2,2864000
145,6,9,1,1,1734000
206,9,10,0,2,2226000
119,5,4,1,2,1693000
247,11,4,1,0,2720000
91,4,6,0,1,1116000
99,4,9,0,1,1218000
234,11,11,1,2,2875000
128,5,8,0,0,1243000
155,7,8,0,1,1739000
190,9,4,1,2,2452000
73,3,3,0,1,1053000
231,11,9,1,2,2883000
202,9,10,1,2,2385000
50,2,7,0,2,718000
257,12,4,0,2,2735000
208,9,10,0,1,2273000
132,6,10,1,1,1748000
56,2,9,1,2,1084000
117,5,5,0,1,1254000
185,8,8,0,1,1945000
120,5,2,0,2,1512000
130,6,6,0,2,1550000
240,11,12,1,0,2709000
237,11,6,0,1,2540000
72,3,9,0,0,801000
81,3,11,0,1,957000
94,4,4,0,0,953000
247,11,6,1,0,2784000
227,10,11,1,1,2626000
251,12,5,1,1,2935000
129,5,7,0,1,1346000
205,9,10,1,2,2516000
155,7,5,0,0,1516000
213,10,10,1,1,2626000
158,7,1,1,1,1967000
78,3,2,1,1,1121000
203,9,11,0,1,2181000
84,3,11,1,1,1303000
243,11,7,0,1,2533000
130,6,6,1,2,1827000
216,10,5,0,0,2117000
184,8,8,0,1,1941000
254,12,2,1,0,2854000
154,7,11,0,2,1762000
255,12,10,1,2,3028000
139,6,2,1,2,1800000
202,9,7,0,1,2152000
197,9,6,1,1,2353000
86,3,2,1,2,1138000
247,11,2,1,0,2706000
140,6,7,0,1,1580000
45,1,11,1,0,790000
146,6,10,0,0,1509000
212,10,7,1,0,2461000
189,8,9,0,2,2046000
69,2,1,1,2,1035000
148,6,1,1,2,1820000
112,5,10,0,0,1242000
78,3,4,0,1,941000
190,9,10,1,1,2391000
240,11,10,1,0,2723000
176,8,2,1,1,2063000
139,6,1,0,2,1782000
115,5,8,0,0,1190000
150,7,9,1,2,2061000
150,7,1,1,0,1776000
119,5,7,1,2,1686000
164,7,11,1,2,2182000
170,8,8,0,1,1760000
172,8,11,1,2,2224000
160,7,4,0,0,1648000
99,4,11,1,0,1218000
157,7,9,1,1,2066000
179,8,7,1,0,2103000
74,3,10,0,2,1003000
131,6,5,0,0,1401000
198,9,12,0,1,2176000
206,9,10,0,0,2139000
260,12,7,0,0,2627000
107,4,2,1,2,1415000
250,12,12,0,0,2553000
79,3,7,0,1,874000
157,7,11,1,2,2050000
259,12,11,1,1,3027000
174,8,12,0,0,1887000
105,4,1,0,2,1474000
234,11,8,0,0,2373000
127,5,3,1,1,1570000
144,6,5,1,2,1920000
169,7,3,0,1,1961000
111,5,5,1,1,1495000
207,9,4,0,1,2272000
194,9,8,1,2,2498000
175,8,10,1,1,2147000
141,6,4,1,1,1851000
77,3,9,1,1,1198000
231,11,2,0,2,2657000
224,10,4,0,2,2425000
71,3,7,1,0,964000
137,6,5,0,0,1462000
241,11,7,1,1,2746000
253,12,9,0,1,2613000
157,7,7,0,2,1783000
92,4,5,1,2,1444000
174,8,9,0,1,1972000
234,11,1,1,0,2676000
199,9,8,0,0,2018000
184,8,8,0,1,1922000
225,10,6,0,1,2482000
131,6,8,1,2,1914000
183,8,9,1,1,2217000
252,12,2,1,2,3114000
188,8,12,1,0,2201000
240,11,8,0,2,2537000
115,5,11,0,1,1417000
237,11,11,0,0,2385000
163,7,5,1,2,2030000
216,10,6,1,1,2605000
192,9,1,0,2,2250000
167,7,5,1,0,1949000
44,1,9,1,0,587000
195,9,7,0,1,2091000
122,5,7,1,1,1667000
118,5,12,0,1,1313000
136,6,11,0,1,1487000
100,4,3,1,1,1401000
53,2,9,1,0,881000
87,3,9,1,1,1201000
161,7,11,0,2,1721000
228,10,3,1,2,2697000
130,6,4,1,0,1633000
253,12,10,0,1,2725000
260,12,6,1,2,3091000
160,7,1,1,1,1878000
97,4,1,0,1,1160000
107,4,11,0,0,1230000
140,6,8,0,1,1445000
120,5,3,1,1,1583000
148,6,11,1,0,1755000
193,9,4,0,2,2250000
141,6,7,1,1,1669000
247,11,4,1,1,2895000
201,9,2,0,1,2242000
237,11,12,1,0,2765000
113,5,1,0,0,1392000
184,8,1,0,1,2040000
56,2,1,0,1,787000
260,12,9,0,0,2691000
200,9,6,0,1,2118000
88,3,4,1,1,1111000
252,12,4,0,2,2779000
161,7,6,0,2,1800000
239,11,2,1,0,2645000
113,5,2,0,1,1449000
175,8,9,0,1,1883000
125,5,1,0,2,1576000
157,7,10,0,1,1694000
40,1,7,1,0,686000
111,5,11,0,2,1364000
127,5,5,1,0,1503000
231,11,6,1,0,2746000
99,4,3,0,1,1247000
79,3,8,0,0,857000
218,10,1,1,2,2615000
142,6,9,0,1,1486000
170,8,10,0,2,1967000
125,5,6,0,2,1426000
159,7,9,1,2,2173000
221,10,5,1,2,2673000
70,3,7,1,0,1038000
159,7,10,0,0,1579000
114,5,5,1,2,1704000
219,10,2,0,1,2444000
201,9,1,0,2,2348000
213,10,12,0,0,2157000
229,10,7,1,2,2722000
84,3,6,0,0,862000
258,12,3,0,1,2859000
69,2,6,0,0,622000
78,3,6,1,0,1023000
169,7,10,1,1,2036000
206,9,2,1,0,2245000
103,4,9,0,2,1294000
95,4,11,1,1,1449000
203,9,11,0,0,2076000
143,6,7,1,1,1872000
224,10,11,0,2,2445000
84,3,1,0,0,989000
131,6,2,1,2,1771000
179,8,11,1,1,2163000
219,10,1,0,2,2595000
57,2,7,1,1,919000
123,5,3,0,1,1569000
205,9,7,0,2,2283000
58,2,9,1,1,1045000
217,10,5,0,0,2200000
117,5,3,0,1,1540000
252,12,12,1,2,3080000
175,8,2,0,1,1995000
56,2,3,0,0,805000
108,4,3,1,0,1329000
79,3,1,1,2,1224000
82,3,10,1,2,1259000
145,6,3,0,2,1813000
148,6,3,0,1,1761000
60,2,5,0,1,650000
165,7,5,0,0,1627000
238,11,7,1,2,2876000
130,6,9,0,1,1479000
96,4,1,0,1,1196000
156,7,5,1,2,1956000
142,6,6,1,1,1782000
151,7,11,1,2,1971000
138,6,11,0,2,1721000
169,7,7,1,2,2186000
54,2,2,0,1,854000
158,7,9,1,2,2103000
244,11,6,0,1,2550000
99,4,12,1,0,1237000
257,12,7,1,0,2917000
139,6,12,0,2,1638000
211,10,9,0,1,2215000
77,3,11,1,1,1067000
89,3,2,0,1,980000
163,7,11,1,0,1822000
186,8,9,0,1,1982000
237,11,2,1,0,2690000
124,5,11,0,0,1202000
43,1,12,1,1,802000
139,6,5,1,0,1714000
67,2,5,1,0,940000
51,2,2,0,2,956000
61,2,12,1,0,997000
223,10,4,1,0,2423000
231,11,3,1,2,2842000
188,8,4,1,1,2150000
54,2,10,1,1,961000
58,2,8,0,0,689000
72,3,5,1,1,1110000
215,10,1,0,0,2218000
142,6,3,0,0,1585000
171,8,1,1,0,1959000
40,1,12,1,1,756000
232,11,6,1,0,2614000
58,2,6,1,0,878000
258,12,5,0,0,2654000
250,12,1,0,0,2627000
217,10,7,0,2,2466000
90,4,5,0,0,1065000
248,11,1,0,1,2672000
194,9,7,1,2,2454000
94,4,11,1,1,1320000
62,2,7,0,2,784000
51,2,9,1,0,824000
250,12,1,1,1,2883000
180,8,9,1,0,2129000
212,10,11,0,1,2404000
176,8,9,1,1,2091000
221,10,3,0,0,2320000
45,1,8,0,0,467000
53,2,11,0,1,672000
165,7,8,1,0,1924000
243,11,5,1,0,2675000
131,6,1,0,2,1621000
65,2,8,1,2,1059000
42,1,5,0,1,541000
233,11,12,0,2,2506000
119,5,10,0,2,1408000
63,2,9,0,1,789000
49,1,1,1,2,765000
260,12,11,0,2,2790000
254,12,8,1,2,3162000
88,3,7,0,2,1169000
126,5,12,0,0,1241000
87,3,12,1,0,1044000
121,5,4,0,2,1377000
189,8,10,1,0,2208000
179,8,1,0,0,1979000
250,12,3,0,2,2901000
218,10,8,1,1,2519000
147,6,10,0,2,1779000
232,11,2,0,1,2547000
252,12,6,1,1,3005000
81,3,10,1,1,1173000
150,7,4,0,2,1792000
40,1,9,1,0,691000
76,3,7,0,2,1095000
85,3,11,0,1,951000
154,7,11,0,2,1894000
225,10,6,0,2,2421000
111,5,3,1,1,1531000
232,11,1,1,2,2739000
238,11,2,1,2,2749000
258,12,1,1,2,3023000
204,9,8,1,1,2488000
227,10,6,0,0,2280000
257,12,5,0,0,2616000
206,9,7,1,0,2291000
94,4,6,0,0,875000
252,12,1,1,2,3013000
52,2,12,0,1,804000
180,8,12,1,2,2367000
163,7,6,0,0,1587000
67,2,5,1,1,1028000
242,11,2,0,2,2840000
186,8,1,1,2,2292000
198,9,11,0,2,2195000
230,11,6,0,0,2342000
255,12,7,1,2,3082000
249,11,8,1,1,2834000
191,9,9,1,2,2478000
78,3,10,0,2,1007000
159,7,6,1,2,2160000
59,2,5,1,0,844000
102,4,8,1,0,1380000
120,5,5,1,0,1401000
117,5,2,1,2,1581000
62,2,4,1,0,986000
140,6,4,0,0,1324000
128,5,5,1,2,1623000
122,5,2,0,1,1559000
242,11,9,1,2,2895000
88,3,3,0,2,1142000
124,5,4,0,0,1133000
159,7,5,1,0,1909000
250,12,7,1,1,2872000
181,8,12,0,0,1861000
197,9,11,0,1,2113000
159,7,11,0,1,1667000
252,12,4,1,0,2826000
104,4,12,0,0,992000
54,2,5,1,0,899000
194,9,8,0,2,2168000
237,11,11,1,0,2653000
198,9,12,0,1,2040000
123,5,10,1,1,1604000
203,9,11,1,0,2283000
258,12,3,0,2,2950000
85,3,2,0,1,1011000
184,8,11,1,0,2061000
61,2,5,1,2,1115000
47,1,7,0,2,698000
89,3,3,0,1,1001000
219,10,6,0,0,2303000
172,8,10,1,0,2060000
235,11,1,1,2,2798000
116,5,7,1,2,1701000
200,9,11,0,1,2116000
238,11,7,1,1,2746000
193,9,8,1,1,2442000
170,8,12,0,0,1779000
93,4,9,1,0,1177000
46,1,1,0,2,745000
175,8,5,1,2,2241000
227,10,11,0,2,2543000
122,5,5,1,2,1706000
146,6,3,1,2,1870000
79,3,2,0,1,1062000
82,3,8,0,2,995000
56,2,9,1,0,923000
116,5,1,1,0,1417000
249,11,10,0,1,2663000
79,3,6,0,0,737000
251,12,1,0,1,2809000
221,10,8,1,1,2561000
213,10,9,0,2,2299000
226,10,1,0,0,2397000
51,2,12,0,1,714000
204,9,5,0,2,2288000
46,1,11,1,2,885000
166,7,3,0,2,1954000
46,1,7,1,2,904000
187,8,10,0,2,2006000
42,1,7,1,2,869000
41,1,8,1,2,894000
206,9,6,0,1,2209000
153,7,5,1,0,1740000
204,9,6,1,0,2244000
48,1,1,0,0,631000
165,7,4,0,1,1647000
194,9,4,1,0,2281000
219,10,2,0,1,2448000
45,1,12,0,0,494000
126,5,11,0,2,1517000
225,10,3,0,1,2484000
174,8,6,1,1,2028000
102,4,11,0,0,1010000
91,4,9,1,1,1340000
154,7,12,1,1,1953000
62,2,5,1,1,961000
98,4,5,0,1,1112000
205,9,5,0,1,2185000
202,9,11,1,1,2432000
124,5,1,0,1,1494000
82,3,6,0,0,796000
228,10,7,0,2,2428000
123,5,12,1,2,1696000
181,8,5,1,2,2315000
259,12,6,0,2,2765000
95,4,7,1,2,1472000
131,6,10,0,1,1607000
156,7,7,1,1,2032000
214,10,3,0,0,2252000
210,10,12,1,2,2748000
157,7,2,1,1,2025000
207,9,7,1,2,2433000
109,4,5,0,1,1228000
133,6,5,0,2,1488000
51,2,6,0,0,513000
197,9,1,0,0,2158000
86,3,4,0,2,1028000
255,12,8,0,1,2660000
144,6,8,0,0,1437000
54,2,1,1,0,856000
241,11,5,1,0,2690000
94,4,12,1,0,1304000
207,9,8,1,2,2499000
197,9,7,0,1,2081000
89,3,1,0,1,1056000
183,8,3,0,0,1969000
203,9,8,0,1,2146000
145,6,3,1,0,1703000
59,2,6,0,2,858000
221,10,12,1,1,2578000
259,12,2,1,2,2981000
229,10,12,1,1,2707000
202,9,4,0,1,2194000
252,12,4,0,0,2625000
254,12,5,1,1,2968000
59,2,12,0,0,610000
131,6,1,1,0,1490000
86,3,2,1,0,1066000
129,5,6,1,2,1682000
155,7,1,1,1,1960000
188,8,7,1,2,2406000
197,9,10,1,2,2450000
66,2,2,0,1,836000
231,11,3,0,1,2676000
198,9,9,0,0,2086000
75,3,2,0,1,1041000
73,3,11,1,2,1302000
50,2,4,0,0,574000
237,11,5,1,1,2668000
50,2,1,1,2,955000
151,7,1,0,1,1809000
176,8,4,0,0,1729000
153,7,8,1,0,1859000
183,8,2,0,1,2064000
251,12,5,1,0,2856000
49,1,1,1,0,614000
64,2,10,0,1,656000
87,3,5,1,2,1251000
172,8,9,1,2,2162000
151,7,3,1,0,1857000
246,11,7,1,2,2884000
177,8,11,0,1,1784000
192,9,6,1,2,2332000
143,6,10,0,1,1519000
202,9,2,0,2,2429000
79,3,6,0,0,779000
47,1,12,0,2,575000
237,11,8,0,2,2680000
226,10,11,1,1,2594000
49,1,11,0,2,725000
87,3,12,0,1,1062000
91,4,7,0,1,956000
160,7,6,0,0,1572000
59,2,12,0,1,716000
62,2,1,0,0,763000
75,3,11,1,2,1324000
169,7,5,0,1,1727000
234,11,8,0,1,2369000
184,8,11,1,2,2254000
242,11,1,1,0,2594000
76,3,3,0,0,873000
199,9,8,0,0,1892000
96,4,12,0,1,1097000
256,12,1,0,2,2874000
168,7,3,0,0,1724000
185,8,7,1,1,2204000
249,11,10,0,0,2376000
74,3,10,0,0,918000
159,7,4,0,1,1706000
61,2,9,1,1,984000
196,9,1,1,2,2400000
205,9,8,0,2,2188000
225,10,2,1,2,2621000
218,10,6,1,1,2607000
256,12,10,1,0,2829000
196,9,2,1,1,2301000
102,4,10,0,1,1176000
76,3,2,1,1,1062000
191,9,5,0,0,1865000
167,7,7,0,2,1855000
224,10,2,1,0,2483000
211,10,6,1,0,2334000
128,5,4,0,1,1300000
89,3,2,0,1,1144000
70,3,1,0,2,1041000
146,6,9,1,1,1795000
78,3,2,0,1,990000
244,11,7,0,2,2731000
45,1,4,0,0,361000
140,6,7,1,2,1847000
229,10,3,0,0,2365000
72,3,5,0,2,926000
129,5,11,1,2,1777000
74,3,9,1,0,1052000
54,2,4,0,0,597000
195,9,9,0,1,2105000
81,3,11,1,2,1344000
68,2,1,0,2,1009000
100,4,10,1,1,1343000
130,6,5,1,2,1745000
242,11,8,0,0,2509000
232,11,12,1,0,2609000
250,12,1,1,2,2950000
168,7,1,0,0,1756000
212,10,7,0,2,2350000
220,10,2,0,1,2516000
115,5,5,1,2,1632000
127,5,12,1,2,1641000
234,11,1,0,0,2477000
41,1,2,1,0,654000
188,8,6,1,1,2207000
118,5,7,1,0,1483000
122,5,8,1,1,1591000
134,6,11,0,0,1449000
142,6,3,0,2,1766000
51,2,9,0,0,501000
86,3,10,0,1,1007000
56,2,3,1,0,820000
181,8,4,1,1,2199000
209,9,10,0,2,2303000
195,9,7,1,1,2334000
253,12,1,0,0,2701000
80,3,11,0,1,905000
58,2,2,1,1,912000
216,10,8,0,2,2327000
229,10,10,0,0,2264000
102,4,3,0,1,1227000
237,11,1,0,1,2607000
143,6,6,1,1,1744000
123,5,4,1,1,1681000
204,9,1,1,1,2392000
202,9,7,1,2,2454000
46,1,4,1,2,934000
79,3,2,0,1,998000
248,11,3,1,0,2762000
249,11,9,0,1,2688000
245,11,8,0,0,2491000
223,10,4,0,1,2383000
238,11,1,1,2,2885000
230,11,9,1,2,2867000
64,2,4,0,2,782000
217,10,7,1,1,2514000
68,2,4,1,0,833000
60,2,2,0,2,961000
185,8,8,1,0,2080000
252,12,7,0,1,2643000
206,9,11,1,2,2494000
218,10,12,1,1,2700000
243,11,12,1,0,2812000
170,8,2,1,0,2009000
222,10,1,0,0,2332000
214,10,3,0,1,2388000
182,8,9,0,0,1869000
221,10,12,0,1,2325000
128,5,12,0,1,1360000
123,5,11,0,0,1230000
40,1,10,1,0,686000
98,4,2,1,2,1463000
177,8,2,1,1,2158000
44,1,8,1,2,777000
216,10,12,1,2,2711000
88,3,3,0,2,1153000
54,2,6,0,2,810000
145,6,6,1,0,1730000
256,12,1,1,1,2833000
101,4,9,0,2,1318000
67,2,11,0,1,717000
259,12,5,0,0,2600000
169,7,8,1,2,2128000
155,7,10,1,2,2000000
224,10,2,1,2,2728000
114,5,9,1,2,1574000
231,11,12,0,0,2481000
119,5,4,0,1,1330000
110,5,7,0,1,1256000
238,11,10,0,2,2603000
130,6,7,0,0,1303000
248,11,10,1,1,2874000
207,9,7,0,0,2036000
107,4,8,1,1,1440000
74,3,10,1,1,1161000
132,6,6,1,1,1657000
83,3,11,0,1,917000
84,3,4,0,1,880000
47,1,7,0,1,632000
242,11,9,1,0,2720000
197,9,5,1,2,2398000
135,6,1,1,1,1646000
63,2,9,0,0,729000
94,4,9,1,2,1441000
148,6,6,1,0,1746000
53,2,3,1,1,839000
178,8,5,1,0,2043000
216,10,3,0,1,2420000
104,4,4,1,2,1400000
60,2,1,1,1,981000
185,8,10,1,1,2187000
254,12,6,0,1,2571000
202,9,11,0,1,2112000
167,7,3,1,1,1996000
148,6,5,0,1,1470000
229,10,11,1,0,2525000
119,5,11,1,1,1621000
77,3,9,0,0,899000
145,6,10,1,1,1840000
241,11,12,1,1,2747000
229,10,2,1,1,2577000
187,8,1,1,2,2303000
179,8,9,1,1,2237000
166,7,1,1,2,2042000
75,3,4,1,1,1142000
201,9,4,0,1,2144000
67,2,2,1,0,949000
157,7,12,0,1,1650000
113,5,1,1,1,1576000
49,1,7,0,1,580000
152,7,2,1,2,1984000
82,3,11,1,2,1201000
259,12,12,1,1,2956000
62,2,8,0,1,796000
94,4,9,1,1,1325000
144,6,8,1,2,1877000
95,4,11,1,2,1496000
104,4,3,1,1,1383000
176,8,5,1,2,2194000
164,7,10,0,1,1725000
108,4,2,0,1,1205000
76,3,7,0,2,876000
51,2,5,1,0,798000
146,6,9,1,2,2000000
86,3,12,0,1,980000
99,4,7,1,0,1225000
53,2,1,1,0,795000
75,3,8,1,0,1065000
198,9,12,0,2,2278000
150,7,7,1,0,1825000
74,3,3,1,1,1175000
66,2,11,0,2,885000
122,5,6,0,1,1345000
223,10,10,1,2,2768000
215,10,11,0,1,2340000
237,11,4,1,0,2718000
61,2,2,1,0,920000
260,12,6,1,2,2931000
240,11,5,0,2,2552000
224,10,3,1,0,2590000
74,3,3,1,2,1280000
189,8,7,1,0,2100000
153,7,9,1,1,1930000
259,12,1,0,0,2796000
93,4,1,0,0,1024000
120,5,7,1,0,1422000
194,9,4,1,0,2271000
114,5,3,0,1,1417000
157,7,10,0,1,1727000
167,7,12,1,0,1883000
232,11,9,0,1,2457000
233,11,11,0,2,2586000
144,6,8,0,2,1689000
47,1,11,1,2,909000
132,6,11,0,1,1494000
50,2,6,0,0,576000
231,11,11,1,2,2773000
170,8,11,0,2,2020000
93,4,12,1,0,1266000
119,5,7,1,0,1478000
159,7,3,1,0,1818000
61,2,3,1,1,972000
202,9,3,1,2,2510000
157,7,6,1,2,2036000
193,9,1,1,2,2474000
217,10,7,0,2,2394000
108,4,6,0,1,1181000
194,9,8,1,2,2475000
112,5,8,0,2,1386000
258,12,2,0,2,2894000
213,10,11,0,0,2166000
230,11,1,1,0,2590000
201,9,6,1,2,2460000
106,4,2,1,2,1529000
60,2,10,0,2,813000
50,2,6,0,1,673000
98,4,11,1,0,1240000
141,6,11,1,0,1689000
104,4,5,0,1,1082000
172,8,3,1,2,2211000
115,5,8,1,2,1712000
92,4,11,1,0,1320000
228,10,4,1,1,2619000
174,8,5,0,2,2094000
246,11,10,1,0,2741000
110,5,6,0,2,1341000
158,7,5,1,1,1927000
249,11,4,1,0,2737000
170,8,10,0,0,1879000
41,1,10,0,0,383000
61,2,9,1,1,893000
174,8,4,1,0,1989000
159,7,4,0,0,1505000
194,9,2,1,1,2290000
228,10,11,0,0,2267000
166,7,4,0,0,1677000
75,3,9,0,0,821000
182,8,11,1,1,2156000
184,8,7,1,0,2120000
69,2,1,0,2,1016000
98,4,2,1,2,1435000
104,4,3,1,0,1252000
114,5,10,1,0,1470000
107,4,9,1,0,1292000
217,10,1,1,2,2628000
52,2,10,0,2,844000
148,6,9,1,2,1846000
62,2,4,0,0,559000
183,8,2,1,0,2134000
227,10,1,1,1,2619000
86,3,11,0,0,775000
200,9,10,1,1,2465000
145,6,8,1,0,1705000
192,9,1,1,0,2156000
83,3,1,0,2,1065000
163,7,1,0,1,1843000
165,7,12,1,2,2194000
56,2,1,1,0,806000
146,6,3,1,0,1683000
97,4,11,1,2,1499000
62,2,5,1,2,1098000
47,1,4,1,0,713000
156,7,10,0,1,1685000
91,4,3,1,1,1355000
72,3,5,0,1,841000
249,11,10,1,0,2745000
114,5,8,1,0,1433000
182,8,9,0,2,2054000
118,5,10,0,0,1179000
112,5,6,0,2,1344000
199,9,1,1,2,2424000
125,5,12,0,0,1381000
159,7,4,1,0,1892000
218,10,5,0,2,2449000
191,9,7,0,2,2190000
196,9,1,1,2,2492000
89,3,7,1,1,1191000
156,7,10,1,0,1875000
211,10,6,1,0,2492000
179,8,8,0,0,1877000
181,8,2,0,2,2097000
92,4,10,1,2,1346000
61,2,2,1,2,1045000
149,6,11,1,1,1842000
42,1,9,1,1,742000
68,2,8,0,2,845000
119,5,7,1,2,1683000
199,9,12,1,1,2361000
187,8,1,0,2,2121000
104,4,1,1,1,1337000
176,8,7,0,1,1844000
182,8,11,1,0,2097000
193,9,4,0,1,2173000
110,5,7,0,2,1430000
166,7,10,1,0,1881000
137,6,6,0,0,1393000
128,5,10,1,0,1467000
68,2,8,0,2,919000
90,4,12,1,2,1394000
251,12,1,0,1,2745000
48,1,11,0,0,510000
145,6,3,0,2,1737000
171,8,3,0,1,2018000
99,4,5,0,0,994000
200,9,6,0,1,2124000
225,10,3,1,1,2583000
62,2,6,1,2,1150000
258,12,8,1,1,2985000
234,11,12,1,0,2702000
237,11,11,0,0,2358000
69,2,6,0,2,831000
108,4,9,0,1,1173000
78,3,12,1,2,1291000
85,3,8,1,0,1082000
152,7,5,0,1,1684000
165,7,3,0,2,1987000
201,9,3,1,1,2384000
174,8,4,0,2,1925000
214,10,5,0,0,2227000
170,8,11,0,1,1921000
129,5,9,1,0,1539000
136,6,7,1,2,1888000
58,2,7,1,2,1079000
173,8,2,0,1,2060000
127,5,9,0,1,1393000
80,3,11,0,2,1041000
253,12,7,1,2,3012000
200,9,7,1,2,2436000
218,10,7,1,0,2524000
95,4,10,0,1,1122000
178,8,10,1,1,2082000
93,4,11,1,2,1460000
212,10,11,0,2,2427000
202,9,1,0,0,2225000
153,7,5,0,0,1554000
208,9,4,1,1,2454000
188,8,10,0,1,1993000
190,9,3,0,0,2063000
43,1,4,1,0,736000
100,4,7,1,2,1546000
259,12,3,1,1,2939000
148,6,7,1,1,1762000
225,10,9,1,0,2456000
51,2,10,1,0,910000
47,1,7,0,2,622000
218,10,6,0,2,2431000
119,5,12,0,2,1375000
232,11,6,1,2,2760000
179,8,12,1,0,2025000
219,10,5,0,2,2359000
122,5,7,0,0,1309000
249,11,7,1,2,3010000
180,8,5,0,1,2009000
235,11,2,0,1,2683000
117,5,10,1,2,1675000
141,6,1,0,2,1702000
240,11,3,1,1,2720000
148,6,11,1,2,1872000
197,9,7,0,0,1970000
48,1,8,0,0,545000
243,11,6,1,1,2748000
188,8,3,1,1,2149000
241,11,4,1,1,2696000
116,5,12,0,2,1490000
58,2,4,0,0,688000
238,11,3,0,1,2596000
135,6,7,1,2,1804000
224,10,8,0,0,2262000
117,5,11,0,1,1322000
168,7,6,0,0,1680000
63,2,2,0,1,761000
154,7,7,1,2,2019000
181,8,10,0,1,2095000
140,6,1,1,1,1744000
93,4,5,1,2,1445000
113,5,7,1,0,1399000
246,11,7,1,0,2755000
249,11,5,0,0,2438000
135,6,2,0,0,1580000
130,6,12,0,0,1378000
184,8,4,1,0,2055000
109,4,9,1,2,1608000
108,4,7,1,0,1281000
131,6,1,1,2,1790000
122,5,12,0,2,1407000
45,1,6,0,0,477000
118,5,4,1,1,1497000
224,10,1,0,2,2599000
